DataTable:,Function DataTable for [Raw Ci on CYm API F(t)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:, December 16 2019 10:10:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Description:,Table of function data for [Raw Ci on CYm API F(t)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legend:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer,id,ID of each record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,293,2932.93293,7.195675968,25.1304562,21.11775123,26.11259266,23.58626418,35.56218969,45.24642344,0.52535118,2.740352778,17.74255314,8.106043739,6.900002993,-0.394679905,0.366382465,19.05624072,12.79189919,3.470993876,45.7095259,-2.558549808,18.18263495,2.814590084,6.259592191,22.75533576,0.45203192,3.159031451,15.99503605,6.526624484,4.425430581,13.42053961,24.37024219,10.99698954,23.63086823,14.20424443,1.227494364,7.901481831,15.48806095,14.01822741,21.28297237,6.04792569,10.37305729
295,294,2942.94294,-0.137166572,13.59908213,7.164493017,30.11027947,17.97460598,9.527419932,21.99478989,18.92132807,-0.20434153,25.41680607,12.92226617,10.88841737,13.0159228,10.85089948,27.52708628,-2.335283279,3.867056661,19.24792381,3.338222518,11.53965712,3.345706016,2.074283929,16.89391424,-4.320764754,-1.502563378,11.14778323,5.633234016,3.830228612,12.59468594,23.88322377,14.34037684,19.69686369,7.17397765,8.975732784,14.22539366,5.6004306,10.12312708,12.73345271,4.096029674,15.35407426
296,295,2952.95295,3.214138275,16.30856114,28.97693207,17.33462357,8.379906696,21.5535711,35.30417235,7.670227535,0.150625153,19.02481803,19.62916969,5.279056122,3.663273778,3.975309147,16.94171868,6.047146064,-0.621339188,12.25430827,-0.26594859,3.032773104,4.27126303,1.077131221,16.7110722,1.785763433,3.528260192,11.05046798,8.679382227,5.093614368,13.7222686,19.22726479,41.61505439,22.71522589,2.786702407,6.763262131,12.47409944,2.670060836,15.61230683,27.60976266,7.739364644,11.84985915
297,296,2962.96296,0.479117216,21.57753849,25.88871608,34.2659969,11.46038027,6.267586304,37.09662537,7.432052712,-0.729174544,12.9192155,10.47008642,10.7083726,4.623198297,-2.248703022,39.45194994,12.81408851,5.948372186,37.39658458,1.23533988,2.774520118,3.349943004,1.845888881,13.74784669,-0.700063806,6.657637195,9.423601885,4.423734907,1.616228275,12.38071005,10.70878869,18.28650995,11.44658353,1.392954539,6.487495984,8.940871746,-2.412695686,13.76412047,10.41719154,15.97101001,29.90725509
298,297,2972.97297,4.500710053,25.01445029,30.17121309,32.51471938,34.76025302,4.714105749,51.70427988,21.35930607,-0.048936259,21.8586648,24.07866012,6.118220426,5.702856509,5.754366135,33.508908,27.58360211,4.394510668,44.49668628,-1.191964796,13.48705218,0.684458968,6.418755866,18.68750734,-0.254130631,-3.265261187,13.25916399,7.243738206,5.316037576,7.375692808,16.7666336,14.1476345,25.56016883,6.862728433,8.662195759,6.015218695,9.752850898,23.16737185,29.2077739,10.09185698,16.05550157
299,298,2982.98298,8.675968917,31.81737185,19.32994319,1.548798866,25.58708754,21.90417126,50.43951163,8.601222068,-0.296891343,27.26144794,24.95147124,17.99815258,10.52843206,15.1182793,49.16784962,17.90166507,3.303146295,22.97060591,-0.959218948,2.857285776,2.58043169,5.212760417,20.11634482,-2.149114499,4.307341757,8.789424708,-0.902536216,4.203480341,9.83478448,16.026,26.54415093,9.504998151,2.416648071,4.874624344,10.83435464,2.944534648,16.61074028,34.30646909,9.610499729,23.63197742
300,299,2992.99299,9.022679109,22.20344636,23.78401245,22.89365789,17.81961423,7.765616985,41.6950212,2.281691086,6.397393654,29.39041199,7.416434513,-5.026093538,7.526679943,-0.350068353,22.93310143,6.585781302,2.604984586,39.1191985,3.680941585,2.398708724,4.589235712,2.954620744,17.80815845,5.062738021,8.076049013,11.63777955,3.713838027,5.678561861,7.870229468,13.59631682,4.915941841,22.7596584,-0.621373088,8.866880955,20.09082487,5.607170085,17.49089852,34.07039265,2.313583079,17.24943273
301,300,3003.003,3.091283307,16.34057662,21.21080034,13.44304896,18.86148376,18.62484802,34.08128384,1.181404873,-0.890817454,16.34682357,27.93658063,19.38165374,9.980631205,3.014966918,29.34469048,15.76579126,3.974373658,36.45786465,1.324113582,17.69673408,-0.113075606,5.54612566,26.85241863,0.60057185,5.962499904,7.34704903,4.843754478,-0.602534359,14.38952588,22.69297555,16.52187943,33.25970623,15.02765538,8.687344713,5.698303893,9.586153549,12.10968051,26.26520701,13.79663529,13.43183578
302,301,3013.01301,3.274592363,20.29578521,12.22136251,13.43616337,11.56246753,19.94966597,36.46005327,7.194224935,0.918296105,20.66291035,11.89556171,-0.895646456,1.939270013,12.91770104,33.13556236,13.98455437,3.782216341,33.24813018,3.838562432,-4.404130949,5.084420869,5.261417243,16.84398386,-1.435734324,3.646895683,10.39390864,7.977872419,3.496147371,17.77925093,14.60839824,21.48767475,21.18041042,15.73245664,4.421777603,17.35685075,3.16482657,18.41321799,12.7355398,10.02968699,16.96041556
303,302,3023.02302,7.268865375,19.29697087,16.00666049,18.29476683,-4.499161327,-5.92289524,36.82021906,8.669856053,-0.685126048,23.54706902,24.29097962,18.73604266,-0.529607283,9.642640566,28.27812079,11.87085549,0.824722411,24.609287,1.136412709,4.89664227,4.051716344,7.773614776,24.41322688,2.811589876,-1.13372272,20.30513699,8.445000247,4.338363803,12.56383243,4.581794714,4.922746324,17.18475414,3.769498053,9.591402007,15.35850654,16.30892562,11.60264501,9.511464351,12.05935431,5.144855193
304,303,3033.03303,7.657276952,11.86120142,16.64106084,6.50321044,5.843937647,14.84352667,29.10597032,-0.604274711,1.232778977,12.81025748,16.85391756,14.59625027,9.089751257,0.070448289,37.01082689,-5.602366501,2.403596701,35.10939388,2.526431642,8.841157422,-0.245438683,5.81816477,27.02961739,1.624585844,-5.16191381,11.42575395,7.521718238,1.578775196,7.750069752,16.7315215,20.00712965,4.811071384,9.518536452,1.518720947,12.6142998,1.776549999,20.51056915,31.29803985,10.20932725,15.50651554
305,304,3043.04304,-1.525173933,12.30789649,14.10546826,24.52133594,21.41170072,4.950742877,29.49963991,12.23612831,1.291753654,20.37662442,24.26144232,3.798485432,25.88358237,16.98438085,27.77303646,7.749103592,5.485996904,19.83496837,1.283368951,4.066408118,1.670432986,4.113854697,11.88454184,0.075479983,6.287844986,11.15120184,13.56341037,4.796116088,7.310708772,17.50423839,23.95026669,15.22318062,-1.282266264,7.873210206,4.208589967,13.59021211,6.420865416,28.11711783,13.74525026,14.17664859
306,305,3053.05305,2.676504302,21.92747047,39.6782856,54.17991695,22.05495223,20.30438398,49.43439778,9.457402599,3.809096627,19.43576958,28.07597135,-1.37273067,1.112504604,-17.56936156,30.29090797,-1.703251669,0.375529737,44.15459543,-2.255011656,-11.82639338,3.610708303,6.405313386,22.25773047,-1.37461609,-4.252490943,8.783486903,2.198312044,1.51697445,5.777566722,15.07360633,5.916006034,27.38380199,1.339903054,4.780754357,11.74514827,2.147206798,22.48787224,29.68192441,21.37984446,19.06947264
307,306,3063.06306,2.856268968,15.44760938,34.12532186,34.64797248,13.95902057,17.68899591,46.72059041,10.74744625,1.582612767,22.64554435,24.64172008,-7.944009174,14.01955976,-1.289011897,24.94667446,14.41238338,4.545685708,20.98328101,2.88185439,13.36578609,3.745601022,2.805557559,8.889272548,-1.423135735,4.402066118,12.77147201,7.179990917,5.717318219,7.900203964,26.02210894,11.58970046,26.71379522,10.95452846,11.97625372,-1.46543358,2.678916782,10.51324943,36.44279127,11.93816085,29.68224056
308,307,3073.07307,-2.722997244,22.7507339,16.02648308,15.42381379,26.76193754,22.36061194,48.80620163,3.590648386,3.363565548,32.5069189,26.36059059,-4.127221884,3.486635484,12.2326832,24.24479054,16.33152463,5.929555575,34.44469065,0.721497648,1.311939896,0.418780481,3.099792723,14.19650821,-1.205235417,1.794952921,7.626461379,-0.036461142,2.246649884,14.17925495,14.35927267,16.36559807,22.11836368,8.932856178,11.18113931,7.525369218,1.961660403,11.69860812,9.030343444,14.00687433,4.343361887
309,308,3083.08308,0.258829206,2.085752272,14.76971922,44.81500058,10.23133952,10.1820765,35.3460521,15.80494107,2.69383112,27.88228181,9.691445747,-2.681595825,5.371327974,-14.08761984,31.25521216,4.617225667,2.983322692,42.42215216,1.240706864,-10.46571573,1.818710809,3.834183678,10.60180448,-2.221730069,0.130295148,9.978553713,5.411946326,0.645332891,8.411533254,18.11007903,15.02963323,11.18998323,9.570294426,1.697990776,6.973675697,8.747688326,16.62782855,22.01776361,11.08433236,16.13073993
310,309,3093.09309,-0.155990608,15.52775903,44.29473371,24.60505852,32.1715458,17.46431661,43.73037673,5.214052505,2.424602523,30.42316935,25.76238288,9.773792117,9.3640169,-2.377254808,41.07349763,22.98457458,4.030382658,14.20559209,2.087145624,-0.789646595,3.366164694,6.304083849,9.311520073,6.044833988,2.731949839,8.310922693,7.752171193,3.114089746,9.786481554,28.39538156,9.480172766,23.24509294,5.521711244,3.201837066,10.16480898,9.910610249,13.36278983,3.793665587,9.909005975,3.965714528
311,310,3103.1031,-0.783269798,28.0482961,43.74421943,26.54703516,35.29798126,-6.926332886,43.48747422,3.08144439,2.06134462,35.07664101,19.72671729,4.457788449,-0.306651295,16.5251138,28.1291606,10.84073093,2.644074942,38.14131106,0.297500535,-1.596655741,-0.610515249,2.979260115,20.07113431,-0.229880938,-1.151310596,0.285819182,6.332278356,3.000683637,10.13323074,-1.92054643,17.33938492,38.43699516,3.767601298,10.1068409,6.123256472,5.555659737,4.45957443,31.71982392,10.25187016,17.99988859
312,311,3113.11311,-1.088876424,16.84140272,46.78351471,28.18089241,-5.154096766,20.05571406,35.66433815,7.823982569,-1.499912368,23.36690224,8.455266721,6.127390108,8.668589605,6.789789201,25.96708519,4.225720402,1.312554976,30.10564355,1.525185148,12.89434715,-0.965798198,5.376461848,19.63852727,-0.502917774,1.698844819,11.96586721,4.777331049,5.418296441,7.814097117,15.5119426,22.23922638,12.4154048,5.921637523,0.9507324,7.812704124,7.159245311,4.171383861,16.20622891,8.86116357,30.56164341
313,312,3123.12312,3.542596272,15.59829819,30.7462803,18.37926235,42.76898347,20.71062023,49.84481927,2.764674484,0.256169992,20.82346423,24.1427343,8.486117363,1.297516745,-1.372695991,21.18429321,17.82046542,0.282382205,27.66359014,-1.150203167,-9.255098624,4.18792085,3.742206481,11.9580733,-1.636613774,-4.257511028,15.98575463,4.47610305,3.80359997,17.06482998,6.691646038,11.20036712,36.52126068,7.80156713,7.259027602,9.558959987,18.54749837,16.32260423,26.57796793,3.241302538,4.545154335
314,313,3133.13313,4.951768627,22.08157513,23.51192292,12.33449282,45.59064751,10.17670471,29.57502345,17.67234569,1.063967127,22.46204057,20.23901693,2.020574884,3.685059031,10.09907084,19.84581958,21.25701044,4.895677909,11.56651549,2.644433725,18.08795378,2.097235143,3.294917807,20.92221931,-1.237300935,1.879417787,16.2677247,6.606626286,1.374150633,6.815620606,18.29109315,9.837871991,21.40158873,10.9586113,8.46833635,9.704027245,1.334016765,9.397959257,18.33881384,6.602691258,21.77510074
315,314,3143.14314,1.69157121,19.58351323,19.90556659,30.28936077,24.70182265,10.8410837,38.72993536,13.24593233,2.98782318,18.18263483,26.84649259,19.8204144,2.83564509,2.951850228,21.80191039,15.8876067,3.059748852,75.09626776,0.886209764,6.515236924,1.68660466,4.420558276,28.62812393,-2.184723102,1.814844583,3.315446949,6.508322051,2.989974695,8.231416991,-2.102335301,23.20259899,8.138064618,13.99868589,4.251793572,13.17635524,2.421174376,0.218904512,10.74044305,2.36470301,14.61145789
316,315,3153.15315,7.39742437,10.44038547,-2.357218288,5.992912514,6.507300844,24.49204886,48.62193076,22.42446188,1.514699589,25.49988441,20.25544818,2.051005752,-3.751025085,20.10014473,37.98460381,15.45629285,4.9931142,47.59258155,-0.747442748,8.776566502,1.746601951,4.264063197,17.78557262,1.007465355,-3.669402074,11.99310888,-2.520097247,3.289882162,13.66230528,14.03257672,21.264278,31.29930829,10.10850613,7.875763761,6.431603517,5.243629432,9.287653938,14.37430867,-1.525886375,9.320204455
317,316,3163.16316,4.879632606,13.07699683,24.14972225,40.06365616,21.74628975,10.42923008,44.46746021,16.79804807,2.093557414,14.47276288,19.88186791,-2.911023622,4.676041548,4.499098867,34.0628076,17.45702056,3.592283577,14.55010782,-0.88745498,22.81415893,-0.37086146,3.231221858,10.94394574,-3.306003034,-2.890415502,9.513734507,6.085454962,5.913043501,18.31438878,19.25367933,3.997139529,22.07098686,3.84705028,3.564139625,15.31602299,10.71472938,11.96114087,16.83897104,9.965630602,28.99180332
318,317,3173.17317,7.287825688,16.20223819,40.38315204,-2.135456616,26.67633469,20.96254857,46.04213857,17.36436225,3.400235006,28.9300369,21.31963892,-1.622398309,-6.273509237,8.943208287,38.75184111,12.73786667,3.72882037,13.53384714,-1.287195741,1.9574798,0.565090787,6.864296408,30.68089873,-2.882912068,0.687869793,2.257837021,6.282440545,3.977931236,7.534415324,5.786374792,34.53261157,23.97305318,17.30209385,2.254774575,18.33969652,1.115535005,-3.318994783,30.57051084,11.70375036,29.33319624
319,318,3183.18318,1.597585874,22.56344138,27.15210988,19.20623319,22.0237432,11.62378981,38.95608598,6.020607639,-1.243761029,21.10808008,27.65601509,-8.439959602,2.216357585,1.599266137,15.66149534,18.55964527,1.649541939,16.41117863,2.358696117,1.731413113,4.782331829,6.587518466,8.650838427,-0.140425608,-0.283733959,16.06295013,7.240404448,3.306656538,11.51285098,17.25321262,8.108343993,25.35449628,8.481883192,6.389450139,14.84511815,22.98903782,15.79337656,38.16187934,9.581920335,24.53929791
320,319,3193.19319,9.198755665,28.57034699,38.17219227,22.39906186,42.37012391,20.03401963,32.4395979,-3.108904039,2.339108699,25.62228112,14.88049093,8.350020029,3.588563078,5.695070829,20.64999245,15.48778797,1.408981357,23.51113882,1.816292515,0.264657853,2.467357011,2.509274745,17.34165796,2.319260492,1.613457017,12.66726304,2.238349411,3.623602746,11.02053513,22.13536015,20.04639352,21.81763061,7.86690378,4.338556348,5.985058362,12.26788985,25.1632356,21.33134527,7.969386498,14.69731969
321,320,3203.2032,8.706247543,16.31327775,15.71775143,-0.727989817,19.63000633,21.87438438,32.91702698,7.358839053,2.906756827,16.59789686,25.42793283,1.995033867,10.0930802,0.190817244,13.17145145,0.383965278,6.081879922,49.42101258,3.13081288,-0.426157816,-0.828574639,8.085379385,15.82045915,0.588446859,3.384605311,15.98352132,6.972753324,3.143578339,10.70265233,25.03272864,5.965502896,28.69724274,6.464103162,9.715549858,6.517824684,9.613919671,3.280542146,23.47528752,13.59672247,14.5870047
322,321,3213.21321,2.678981245,36.12873554,12.77875544,37.05789615,37.53961615,10.93846015,40.64802761,-2.490814402,0.862978177,23.30510527,12.58296716,16.24995346,-1.883703018,10.08615951,15.83871832,2.130041866,1.485429377,41.87883563,1.193769114,0.152834326,-0.707173564,5.969992607,22.63569781,2.30704595,5.873434241,11.77609108,10.82541077,3.625570341,9.02404733,20.24798464,15.27903901,16.5538814,10.35144742,7.828480724,8.657235946,7.829552831,15.6881131,20.15455606,23.40960234,14.29192013
323,322,3223.22322,8.028491702,17.07004211,21.56424705,26.53605848,41.41502766,9.747245947,33.05104216,5.219362216,2.171361506,29.59058135,14.06033342,-6.678856974,5.797520548,-4.070827083,40.70698584,11.11719067,-1.101484355,10.26214824,-1.058546446,12.67271279,3.877735596,7.964048463,0.803562672,-3.366935887,3.305271754,10.35481824,1.806778138,3.241804678,-1.863784831,21.41339769,16.88728989,26.69767348,17.59494692,3.657191371,6.300725028,1.813942798,17.58147906,15.35285365,9.407734551,14.09422015
324,323,3233.23323,6.36130546,20.99375428,35.84909864,8.130460239,23.26685846,1.919225333,48.51304343,9.196703943,1.966276984,22.35708759,32.8910935,11.59290791,-0.984109918,3.597049331,20.61160895,8.713886498,3.618138016,45.38502482,3.956285699,10.41168638,4.243850685,0.011640511,7.746039001,-0.640430364,2.670967699,16.99603271,4.620652407,1.060612626,11.28053545,7.891721793,9.063686989,23.72307687,7.825257056,4.73657565,4.160418924,9.3058843,2.869861483,17.86030699,25.09611868,9.156245158
325,324,3243.24324,4.090967639,16.12346194,24.54586253,23.00415169,-3.479917357,3.921982294,37.47354306,2.373155309,-2.246988198,23.33462207,16.80347785,12.2402716,-3.834171575,-1.70087299,33.83646335,6.398109306,6.449079592,76.39493871,0.647093779,4.693445015,0.485722113,6.013361215,25.85717383,0.33183056,-1.263385272,6.24857633,13.32001988,4.46421775,18.93713374,15.27793122,22.27229045,23.73590091,14.21836159,12.92992814,10.29290195,4.971900665,16.06560657,36.62292676,4.051555582,32.69009391
326,325,3253.25325,4.719449828,36.38973504,23.82138548,28.18742541,19.79474405,14.82790033,30.36236263,12.89900825,3.261236659,25.40277561,16.65784553,4.350117059,16.6448728,5.668426527,12.16862637,7.165118252,4.295649582,23.61021718,2.695558893,6.865196138,4.802379203,6.599711517,23.12957084,-0.105053624,0.504099317,14.74013955,8.618210773,0.476640322,5.18639322,23.96806749,23.44200758,29.90151264,8.98524457,13.67475053,7.480623296,3.84052753,13.93927843,26.1225795,6.720874306,26.34117551
327,326,3263.26326,4.388164292,19.89439375,8.889729491,30.88638165,11.62725671,6.894551428,28.88819566,15.35364878,0.50166731,39.62662484,28.04147285,4.599802274,15.01942767,-8.847547139,35.12744377,7.62274835,7.1668722,63.12022789,0.961045105,17.68538016,1.22910613,8.292399372,7.112677757,2.895727523,0.909818269,6.193960139,14.88471572,6.854336585,15.61744165,7.691686013,22.75186327,20.8004158,9.374677827,15.20173913,10.68540426,3.985793295,14.77781974,28.88096155,1.589432767,22.19297246
328,327,3273.27327,10.81032425,14.49718014,10.91472452,4.165398824,39.93908626,9.021493525,29.29861714,16.04798151,-0.537122605,9.378320464,3.78945027,18.33157586,12.65732656,13.79038075,22.14529226,4.295761178,2.691264772,38.02939909,2.170303906,39.15298709,-0.26686297,7.822640066,16.16164749,-0.614232597,0.439156844,13.32611949,6.634173798,4.108068143,12.51090126,10.48108823,17.00641702,23.53483018,4.866562783,12.53186115,12.22068582,7.218508492,13.93159548,19.60156077,11.23199725,16.45949029
329,328,3283.28328,7.245570666,25.79161843,30.60290364,41.97067017,23.24321745,23.88638257,52.77640131,6.899171703,6.066974346,13.79836643,22.57717039,20.91374401,2.839200316,-3.646620611,20.17003419,3.373127967,2.782644078,26.15486335,6.383382194,6.982853964,2.407502732,11.63151241,39.95607397,3.978922463,5.797380315,4.97667249,4.208480441,2.503973581,7.466339929,12.93184706,12.4290474,25.02812145,6.901658108,-0.167487871,8.576922634,3.297269232,18.24847185,36.34605851,6.449843187,15.57384184
330,329,3293.29329,0.849210456,0.220381541,24.9321417,1.247765577,22.33861662,18.76443791,36.96261019,-6.540993845,0.414588497,22.01400231,40.27409097,9.331803801,-3.760017396,8.399217509,35.26670446,17.46355043,2.429246264,27.38694186,3.25120062,-2.775212555,4.594070636,5.033938306,6.747928834,3.453482007,2.104772296,14.99069689,8.264877455,5.19971297,11.28341903,22.31260607,20.35412008,26.95193731,7.699684127,4.597599084,14.5622333,-3.479235095,8.085565847,30.79040896,12.17709016,18.54592293
331,330,3303.3033,4.584640461,16.99815786,31.86426095,23.1623372,28.62674021,27.17417396,30.06082847,-1.056489094,2.200275554,8.456486018,12.64720202,8.405403709,2.109286345,13.5773722,27.86282269,12.15616583,4.862128091,27.85126213,2.601931907,18.83896588,4.492303864,3.020329159,21.14088931,1.638580503,2.201779991,5.898628961,9.894594234,3.996975307,8.954193453,16.26872409,26.67702886,15.35977156,9.597545375,4.065481469,3.173327205,1.822225334,13.03500665,17.31058282,15.59030753,27.83816917
